id;merchant_reference;amount;created_at
55d149d82759;padberg_group;117.0;2023-02-04
2c62b4b39e92;padberg_group;312.42;2023-02-04
a181bdf7925a;padberg_group;268.02;2023-02-04
324393f98a9a;padberg_group;217.07;2023-02-04
c0a82ff1787a;padberg_group;241.85;2023-02-04
26228f3ebc95;padberg_group;185.37;2023-02-04
74ace224aa81;padberg_group;226.57;2023-02-04
ce5930660ca6;padberg_group;466.08;2023-02-04
727c7a3849be;padberg_group;327.91;2023-02-04
5e1c8c59ecde;padberg_group;178.71;2023-02-04
92238df083db;padberg_group;130.63;2023-02-04
15f82ae2a872;padberg_group;440.89;2023-02-04
8f726a63c6f2;padberg_group;309.07;2023-02-04
12f26036d90f;padberg_group;178.79;2023-02-04
caaecee4fd28;padberg_group;110.99;2023-02-04
e0155ce2aec7;padberg_group;201.64;2023-02-04
8c3186ee6fd9;padberg_group;274.89;2023-02-04
b40259b472ee;padberg_group;481.69;2023-02-04
f9a63e27dce7;padberg_group;153.11;2023-02-04
186b238c487c;padberg_group;195.48;2023-02-04
de4100eb8648;padberg_group;231.91;2023-02-05
a408151c20e3;padberg_group;353.83;2023-02-05
acda512fde67;padberg_group;461.15;2023-02-05
04bf271d0dd7;padberg_group;405.63;2023-02-05
8760ca226074;padberg_group;215.96;2023-02-05
8ecaebfbca3d;padberg_group;68.18;2023-02-05
092503624a87;padberg_group;207.94;2023-02-05
2f76a93f8d82;padberg_group;392.27;2023-02-05
4db59296d988;padberg_group;440.75;2023-02-05
b987c5bc0f01;padberg_group;293.4;2023-02-05
22d763ba8dc0;padberg_group;356.6;2023-02-05
cfa20893b9b0;padberg_group;74.4;2023-02-05
da7d6ec80ade;padberg_group;267.19;2023-02-05
239bea7d2f90;padberg_group;107.42;2023-02-05
c0178ef6f9d9;padberg_group;42.13;2023-02-05
771aece5b8f8;padberg_group;300.43;2023-02-05
da22a49abfcb;padberg_group;201.05;2023-02-05
343da55977f6;padberg_group;222.74;2023-02-05
8c6394b2c2a8;padberg_group;304.92;2023-02-05
5178f1e41c67;padberg_group;160.68;2023-02-05
c72884cce7db;padberg_group;277.64;2023-02-05
5883ecb5b043;padberg_group;442.46;2023-02-05
f0c8c373af96;padberg_group;60.99;2023-02-05
9d66449a9527;padberg_group;265.34;2023-02-05
2a3a470998d8;padberg_group;105.69;2023-02-05
4cf7d1345c24;padberg_group;42.25;2023-02-05
8e9ba13e2311;padberg_group;181.36;2023-02-05
4042ea91ced8;padberg_group;408.9;2023-02-05
98cbc3f237d8;padberg_group;110.37;2023-02-05
6031069f2bb6;padberg_group;275.99;2023-02-05
d7ff70f74957;padberg_group;461.69;2023-02-05
2dd63d7b24e2;padberg_group;298.28;2023-02-05
3ea4c0912d42;padberg_group;388.32;2023-02-06
7b9fb2e4534f;padberg_group;95.55;2023-02-06
9facfdd9501a;padberg_group;142.66;2023-02-06
604158d1f3a2;padberg_group;448.2;2023-02-06
bb83a3a3784e;padberg_group;427.04;2023-02-06
ffbccd156cf6;padberg_group;31.41;2023-02-06
ac09ebe03ed0;padberg_group;61.61;2023-02-06
5cc5d2a3c15c;padberg_group;39.31;2023-02-06
6906d5afb4f9;padberg_group;347.24;2023-02-06
ea1d13796f5e;padberg_group;322.77;2023-02-06
df3616804382;padberg_group;95.1;2023-02-06
dbfe47551778;padberg_group;461.89;2023-02-06
97ec17c8f172;padberg_group;299.58;2023-02-06
824815044303;padberg_group;498.48;2023-02-06
28854299e1b4;padberg_group;146.07;2023-02-06
0484903a1f2f;padberg_group;319.81;2023-02-06
c0f6c457e374;padberg_group;283.81;2023-02-06
a69a05eb6a93;padberg_group;165.2;2023-02-06
30a92249b233;padberg_group;462.76;2023-02-06
981233e8ecf0;padberg_group;78.51;2023-02-06
71b65cd97e84;padberg_group;46.3;2023-02-06
648556750ac3;padberg_group;469.06;2023-02-06
c574a4e74748;padberg_group;357.22;2023-02-07
0cc36d207fd9;padberg_group;86.34;2023-02-07
c8fd3fbd2477;padberg_group;345.93;2023-02-07
3de99cf39343;padberg_group;271.94;2023-02-07
89e62083e5d0;padberg_group;128.83;2023-02-07
bf6347150156;padberg_group;279.17;2023-02-07
bd7fcd8ccca8;padberg_group;418.29;2023-02-07
38e0d440bb8d;padberg_group;287.44;2023-02-07
accfb53d8342;padberg_group;375.1;2023-02-07
92af083a8075;padberg_group;495.36;2023-02-07
629f8fc010f7;padberg_group;271.13;2023-02-07
2ca18d833e75;padberg_group;94.55;2023-02-07
d36a1652b2d6;padberg_group;46.06;2023-02-07
9d37c190e12e;padberg_group;215.2;2023-02-07
054228be3092;padberg_group;433.46;2023-02-07
917c06eea552;padberg_group;462.86;2023-02-07
ad39155bf283;padberg_group;204.77;2023-02-07
46c9a113c9f4;padberg_group;82.02;2023-02-07
2b8c22867f31;padberg_group;392.69;2023-02-07
25f331542f33;padberg_group;104.45;2023-02-07
32a4a67aa602;padberg_group;453.07;2023-02-07
2c265060c3aa;padberg_group;351.18;2023-02-07
44f1d2ffd311;padberg_group;77.47;2023-02-07
694acbd00419;padberg_group;52.09;2023-02-07
4a503691a6e9;padberg_group;32.13;2023-02-07
8445ba26ccbf;padberg_group;479.3;2023-02-07
7a49e0e838f9;padberg_group;409.56;2023-02-07
03d4f9e39d2f;padberg_group;484.85;2023-02-07
1aa0113e6b73;padberg_group;400.26;2023-02-07
1325d7287c75;padberg_group;371.44;2023-02-07
26d947a1dbb9;padberg_group;111.45;2023-02-07
e84d01ed7ebc;padberg_group;155.37;2023-02-07
99cc63b17be7;padberg_group;159.83;2023-02-07
4bfa2789c888;padberg_group;322.85;2023-02-07
be3e0b326c0d;padberg_group;219.23;2023-02-07
cf25b5389756;padberg_group;392.8;2023-02-07
92105c317ff2;padberg_group;381.92;2023-02-07
9ee450929e78;padberg_group;299.66;2023-02-07
96e809b0508b;padberg_group;115.93;2023-02-07
362aa7a00cd7;padberg_group;387.32;2023-02-07
03292485a577;padberg_group;290.53;2023-02-07
ea8704d5d4f9;padberg_group;377.57;2023-02-07
74f8ecb31702;padberg_group;121.33;2023-02-08
af41e434f372;padberg_group;405.18;2023-02-08
b2d5b67eefa0;padberg_group;353.55;2023-02-08
7194329c6621;padberg_group;177.08;2023-02-08
d6f25a8e6c31;padberg_group;64.01;2023-02-08
83f59a3b1675;padberg_group;336.26;2023-02-08
76f7ccb5fc27;padberg_group;366.33;2023-02-08
6846ac15b299;padberg_group;406.96;2023-02-08
aa5412531442;padberg_group;72.29;2023-02-08
f80839c8380b;padberg_group;230.52;2023-02-08
6368892d0bd1;padberg_group;125.75;2023-02-08
00f0de8a80f5;padberg_group;383.3;2023-02-08
b169fecf151d;padberg_group;300.78;2023-02-08
bdad318c9f84;padberg_group;496.47;2023-02-08
9df1fa6b5165;padberg_group;202.54;2023-02-08
c573fc4294a5;padberg_group;376.69;2023-02-08
bbe8f9605ad0;padberg_group;252.67;2023-02-08
b326a4a1f44c;padberg_group;434.39;2023-02-08
067b7d054bbc;padberg_group;135.76;2023-02-08
8dbd13a7b87d;padberg_group;498.7;2023-02-08
d5b0ad7630ae;padberg_group;102.14;2023-02-08
4c7614946c27;padberg_group;62.17;2023-02-08
2e823b065b82;padberg_group;370.21;2023-02-08
328e8d4cde1c;padberg_group;107.19;2023-02-08
c58a776453c8;padberg_group;197.51;2023-02-08
d3fb6a89622e;padberg_group;99.05;2023-02-08
fa7ae836ca8a;padberg_group;440.31;2023-02-08
a5a3ba562420;padberg_group;272.74;2023-02-08
43159671ccdd;padberg_group;462.96;2023-02-08
50d823ed4f26;padberg_group;122.23;2023-02-08
e33ef8390975;padberg_group;112.01;2023-02-08
9cfef95ce9a1;padberg_group;145.02;2023-02-08
3800797710e6;padberg_group;267.36;2023-02-08
8b9eda4c4be7;padberg_group;462.12;2023-02-08
f9749a0b00a7;padberg_group;163.84;2023-02-08
a69b3fdabd56;padberg_group;238.79;2023-02-08
7177314e63c2;padberg_group;419.93;2023-02-08
740b6aa5f831;padberg_group;495.27;2023-02-08
8d5572818b8a;padberg_group;490.95;2023-02-08
ffca175d8c8a;padberg_group;332.6;2023-02-08
f1d20c5d6452;padberg_group;261.01;2023-02-08
abaf1f60db1d;padberg_group;378.15;2023-02-08
79742cbbfd60;padberg_group;260.09;2023-02-08
a4c85b150933;padberg_group;224.09;2023-02-08
3a7010e6b9ca;padberg_group;324.34;2023-02-08
64c529574c75;padberg_group;371.06;2023-02-08
118e3be3595e;padberg_group;485.64;2023-02-08
1c82cb240a51;padberg_group;187.33;2023-02-09
163a81c2d6e4;padberg_group;370.35;2023-02-09
0498e12571f0;padberg_group;333.06;2023-02-09
5830d2609a6a;padberg_group;364.45;2023-02-09
b68bd7bd97fa;padberg_group;459.4;2023-02-09
4c907d8e7bc8;padberg_group;432.34;2023-02-09
648075e502e1;padberg_group;57.19;2023-02-09
6d2c7c0ad769;padberg_group;69.34;2023-02-09
f740ab0c90c6;padberg_group;56.49;2023-02-09
9a040b93a474;padberg_group;141.52;2023-02-09
48d4819e96cf;padberg_group;365.85;2023-02-09
c6fa89b905d2;padberg_group;51.94;2023-02-09
17199cfec553;padberg_group;266.6;2023-02-09
e7b2490a06ae;padberg_group;202.82;2023-02-09
497fe5768a47;padberg_group;73.1;2023-02-09
81af4459bb3b;padberg_group;340.89;2023-02-09
9cc8341bfa88;padberg_group;444.9;2023-02-09
3739f63f1d3d;padberg_group;410.9;2023-02-09
4490dd7de0f4;padberg_group;348.19;2023-02-09
1494a8500070;padberg_group;355.91;2023-02-09
943fe7e1af2f;padberg_group;304.2;2023-02-09
a4d76eda4ded;padberg_group;494.86;2023-02-09
b1d7acfd4f19;padberg_group;409.34;2023-02-09
8a8fa4244a50;padberg_group;487.5;2023-02-09
eb4f9bc305d2;padberg_group;425.14;2023-02-09
d6800e1dac5c;padberg_group;332.38;2023-02-09
c26dccbf94d0;padberg_group;252.52;2023-02-09
6868db47e4e9;padberg_group;347.73;2023-02-09
409619cef07a;padberg_group;349.53;2023-02-09
6e7b9159374e;padberg_group;300.64;2023-02-09
c49fddb886d2;padberg_group;407.38;2023-02-09
6dcf83b191ed;padberg_group;32.26;2023-02-10
b71efc4332a1;padberg_group;77.51;2023-02-10
6fa95d55f27d;padberg_group;33.62;2023-02-10
6c42c4e79f56;padberg_group;32.37;2023-02-10
62d38032366d;padberg_group;203.62;2023-02-10
53b52bfb1078;padberg_group;247.71;2023-02-10
891cc4fbff2c;padberg_group;151.93;2023-02-10
0724130366b0;padberg_group;142.72;2023-02-10
fbc5871efa88;padberg_group;458.51;2023-02-10
0d7d668e3c76;padberg_group;124.63;2023-02-10
8d52534b0644;padberg_group;226.15;2023-02-10
be74d7609535;padberg_group;157.37;2023-02-10
1dc0bb18755b;padberg_group;284.63;2023-02-10
32474d53fac1;padberg_group;267.87;2023-02-10
f096660e7708;padberg_group;454.85;2023-02-10
f67cb8b2c65b;padberg_group;125.12;2023-02-10
771e1e5359bf;padberg_group;382.83;2023-02-10
60166d78beea;padberg_group;89.71;2023-02-10
7b60fd829742;padberg_group;277.73;2023-02-10
9fbd1dd843a9;padberg_group;246.33;2023-02-10
831796bc8647;padberg_group;397.45;2023-02-10
47ef516eac52;padberg_group;222.42;2023-02-10
55331726bda6;padberg_group;496.96;2023-02-10
85673058df23;padberg_group;420.94;2023-02-11
c9d03e7f2224;padberg_group;73.59;2023-02-11
6688bd8fe5d7;padberg_group;450.23;2023-02-11
76ed6e0b8660;padberg_group;220.87;2023-02-11
eeb6777fe73f;padberg_group;371.0;2023-02-11
63e13e7a9030;padberg_group;422.44;2023-02-11
732368a0cb62;padberg_group;216.43;2023-02-11
4fc3afc3ef11;padberg_group;48.34;2023-02-11
08b8740213ed;padberg_group;73.3;2023-02-11
b32eef80e2ff;padberg_group;297.87;2023-02-11
d08385810a84;padberg_group;397.7;2023-02-11
7bab4ba52e82;padberg_group;488.32;2023-02-11
e30aed38a066;padberg_group;225.3;2023-02-11
a7ff0d3d5a99;padberg_group;98.1;2023-02-11
b0e37f0ae130;padberg_group;139.97;2023-02-11
85f321d9f9b5;padberg_group;497.56;2023-02-11
4ace1671a236;padberg_group;196.04;2023-02-11
89ce71f43bc2;padberg_group;477.91;2023-02-11
acef1d635f29;padberg_group;317.29;2023-02-11
22f8f9f21d4c;padberg_group;446.88;2023-02-11
828063fb6725;padberg_group;472.64;2023-02-11
9b8e0b498a0e;padberg_group;389.47;2023-02-11
64960533c0eb;padberg_group;261.55;2023-02-11
b34b10143379;padberg_group;122.11;2023-02-11
1e2e90727d26;padberg_group;65.92;2023-02-11
b00e3076b8ae;padberg_group;440.01;2023-02-11
07d76f6be2bd;padberg_group;96.18;2023-02-11
8a0c90cd4733;padberg_group;279.29;2023-02-11
15265c7b659b;padberg_group;487.06;2023-02-11
e58239c3e5ef;padberg_group;298.32;2023-02-11
77c433328852;padberg_group;123.44;2023-02-11
4719e0db4502;padberg_group;264.16;2023-02-11
a2c3771b5e59;padberg_group;269.91;2023-02-11
ea49258da901;padberg_group;122.68;2023-02-11
6b77dcbce235;padberg_group;120.88;2023-02-11
899b5ad6f5f8;padberg_group;135.33;2023-02-11
faf0a755c5c9;padberg_group;110.13;2023-02-11
b7abb781ea21;padberg_group;259.66;2023-02-11
cccf59e433a4;padberg_group;272.89;2023-02-11
1b75605a82ff;padberg_group;33.28;2023-02-11
3764982971c3;padberg_group;260.63;2023-02-11
6dcd5f4ac3c6;padberg_group;494.89;2023-02-12
1401ba25fff4;padberg_group;190.61;2023-02-12
e239029066dd;padberg_group;355.17;2023-02-12
955bb4e73567;padberg_group;186.23;2023-02-12
e65edd7ebf63;padberg_group;150.25;2023-02-12
d30ac132c160;padberg_group;423.94;2023-02-12
111ee391cbcf;padberg_group;65.24;2023-02-12
c23c8f6696aa;padberg_group;398.47;2023-02-12
7525e2a30ad8;padberg_group;402.29;2023-02-12
b0af2f96c2ec;padberg_group;254.6;2023-02-12
a5a434f5e417;padberg_group;186.64;2023-02-12
a80a8f307710;padberg_group;66.15;2023-02-12
0832c980e96b;padberg_group;318.96;2023-02-12
5b48b8ea85bf;padberg_group;451.81;2023-02-12
a4fd263fe31d;padberg_group;140.64;2023-02-12
9dcd8c0d35a9;padberg_group;206.3;2023-02-12
88ff0c00c608;padberg_group;369.71;2023-02-12
5074dfeb26f5;padberg_group;351.16;2023-02-12
95bd5dd17695;padberg_group;55.91;2023-02-12
9b379b2cdb48;padberg_group;76.57;2023-02-12
64cc5a46aee4;padberg_group;117.33;2023-02-12
90d40f5fbe06;padberg_group;495.42;2023-02-12
14883951d190;padberg_group;205.38;2023-02-12
b292d7a4290c;padberg_group;256.22;2023-02-12
bfa43f7db84e;padberg_group;158.73;2023-02-12
f534eb9c8a9b;padberg_group;87.48;2023-02-12
dc7f668eacd5;padberg_group;236.98;2023-02-12
5e2669dd37c5;padberg_group;132.22;2023-02-12
e0e48eb0a12d;padberg_group;325.2;2023-02-12
db307ef8e98c;padberg_group;132.26;2023-02-12
6bdc86c88f9f;padberg_group;247.79;2023-02-13
8dc9808ae453;padberg_group;187.38;2023-02-13
7f168b9c6a78;padberg_group;174.26;2023-02-13
dd2032311dd7;padberg_group;467.44;2023-02-13
4c8c04ef5e41;padberg_group;63.78;2023-02-13
407d89fdfdeb;padberg_group;223.14;2023-02-13
4f33dea474fc;padberg_group;228.53;2023-02-13
92b7b37280ab;padberg_group;259.74;2023-02-13
0fc7c8199a8d;padberg_group;281.31;2023-02-13
1f0f37c26bc5;padberg_group;279.25;2023-02-13
b547034b4c16;padberg_group;455.98;2023-02-13
c3aa3223c2bb;padberg_group;92.98;2023-02-13
62d4bf61b073;padberg_group;242.79;2023-02-13
be33b01278cb;padberg_group;129.67;2023-02-13
72f78c44a420;padberg_group;190.63;2023-02-13
2036b58c3317;padberg_group;100.27;2023-02-13
8b0fb223dc73;padberg_group;299.56;2023-02-13
f92e9ac855da;padberg_group;389.45;2023-02-13
2b4bab1009d2;padberg_group;433.95;2023-02-13
5d97ad753e1c;padberg_group;499.1;2023-02-13
e0ab4ce3ff00;padberg_group;155.41;2023-02-13
c15603fffab5;padberg_group;345.13;2023-02-13
8faefa912332;padberg_group;103.24;2023-02-13
a2efa137849b;padberg_group;467.71;2023-02-13
3f62294e546d;padberg_group;168.23;2023-02-13
411b30c6811a;padberg_group;487.27;2023-02-13
76fdfd291d5e;padberg_group;371.56;2023-02-13
2e287aba370e;padberg_group;130.91;2023-02-13
f92022048d2f;padberg_group;346.81;2023-02-13
b43c8a59f262;padberg_group;281.95;2023-02-13
8bd71d08cd41;padberg_group;191.25;2023-02-13
4d376c596713;padberg_group;316.57;2023-02-13
f4f3a7ef6498;padberg_group;397.18;2023-02-13
8e2c5184031f;padberg_group;140.83;2023-02-14
654949ec655b;padberg_group;320.75;2023-02-14
8868e8f02ac2;padberg_group;487.86;2023-02-14
f81458f962ee;padberg_group;368.21;2023-02-14
7d2907eca6bc;padberg_group;174.26;2023-02-14
4266c55ba1c6;padberg_group;277.31;2023-02-14
baf04628f5b8;padberg_group;54.12;2023-02-14
11ba27f868ea;padberg_group;213.92;2023-02-14
ce7fbe77293c;padberg_group;447.04;2023-02-14
58f8cb9eb92a;padberg_group;369.45;2023-02-14
a9de5a247209;padberg_group;325.98;2023-02-14
e365981a49b9;padberg_group;200.69;2023-02-14
08e592057f82;padberg_group;446.54;2023-02-14
57bd33eef334;padberg_group;63.14;2023-02-14
9353299d0442;padberg_group;124.08;2023-02-14
c33295e40de8;padberg_group;321.16;2023-02-14
5b5684da932b;padberg_group;309.85;2023-02-14
df58d5ffc822;padberg_group;220.14;2023-02-14
2fefb6e6e9f1;padberg_group;321.39;2023-02-14
1783944fb053;padberg_group;239.4;2023-02-14
2c0d4f7445b4;padberg_group;313.84;2023-02-14
74d8d1b01165;padberg_group;389.32;2023-02-14
b1d5324f487b;padberg_group;434.94;2023-02-14
695631b3945e;padberg_group;180.62;2023-02-14
087fb9342d8b;padberg_group;285.95;2023-02-14
9f57af360325;padberg_group;180.6;2023-02-14
befdb3ca224b;padberg_group;323.02;2023-02-14
213de182ebfc;padberg_group;35.41;2023-02-14
700a1699fe05;padberg_group;163.25;2023-02-14
4cd5510574ef;padberg_group;291.43;2023-02-14
5669a0971116;padberg_group;308.06;2023-02-14
8758e7d51232;padberg_group;249.98;2023-02-14
733cd68d1f71;padberg_group;300.18;2023-02-14
50baad67a357;padberg_group;451.22;2023-02-14
58888ecf2a61;padberg_group;150.61;2023-02-14
d5f9f1ff1101;padberg_group;227.1;2023-02-14
a37c762d5a31;padberg_group;409.46;2023-02-14
8c10411d29d8;padberg_group;482.9;2023-02-14
41b6185e3ce4;padberg_group;224.25;2023-02-14
c55147b90575;padberg_group;369.61;2023-02-14
051d332af010;padberg_group;480.6;2023-02-14
32fd64613cc9;padberg_group;372.88;2023-02-14
14597a6702a5;padberg_group;255.32;2023-02-14
b22899bd6e8a;padberg_group;140.68;2023-02-14
ada44b31fb7a;padberg_group;263.3;2023-02-15
3a6382c21b91;padberg_group;370.99;2023-02-15
42050314051e;padberg_group;62.35;2023-02-15
a057e57fe61d;padberg_group;484.79;2023-02-15
93bd864699e1;padberg_group;135.18;2023-02-15
944266b9de51;padberg_group;245.0;2023-02-15
3ef39b0f1b2c;padberg_group;449.89;2023-02-15
feeb6790ef43;padberg_group;38.39;2023-02-15
a6f0a790576c;padberg_group;122.95;2023-02-15
9e5dce23ebf1;padberg_group;353.74;2023-02-15
04ca865e3b15;padberg_group;104.19;2023-02-15
525d8bb88d74;padberg_group;100.83;2023-02-15
7731c15ff90a;padberg_group;210.31;2023-02-15
eebc23745fa7;padberg_group;409.86;2023-02-15
c60803825886;padberg_group;155.81;2023-02-15
1245ff1903ef;padberg_group;345.83;2023-02-15
95188e749ae5;padberg_group;39.71;2023-02-15
492ac2eaa3d0;padberg_group;51.67;2023-02-15
c3e733a7a146;padberg_group;188.84;2023-02-15
f5a54e6ce896;padberg_group;251.15;2023-02-15
812bf77b501b;padberg_group;393.1;2023-02-15
ef94b1434f5a;padberg_group;156.01;2023-02-15
e3584db65966;padberg_group;38.16;2023-02-15
5f37ca96173d;padberg_group;349.88;2023-02-15
58610cbf1fbb;padberg_group;286.85;2023-02-15
5c5563a38e0c;padberg_group;126.92;2023-02-15
42ec4f127cbe;padberg_group;354.12;2023-02-15
fd51a8806a34;padberg_group;245.89;2023-02-15
ecca46cf58d3;padberg_group;380.18;2023-02-15
2ea956654b39;padberg_group;203.44;2023-02-15
0568a566d92a;padberg_group;81.75;2023-02-15
ee9f33f48b1e;padberg_group;328.27;2023-02-15
fd5e3ee5015b;padberg_group;435.05;2023-02-15
eb82eeb2a110;padberg_group;314.22;2023-02-15
14d7eb76e79b;padberg_group;88.12;2023-02-15
192e8bb17c24;padberg_group;275.46;2023-02-16
dbc6a05798b3;padberg_group;202.7;2023-02-16
51b90f0fab8d;padberg_group;94.74;2023-02-16
5556126b0626;padberg_group;287.57;2023-02-16
6823a57a75a0;padberg_group;237.24;2023-02-16
8997aaccfae3;padberg_group;295.65;2023-02-16
a98365ebff7a;padberg_group;93.94;2023-02-16
520de606daf5;padberg_group;274.7;2023-02-16
fd7a35fcf0ca;padberg_group;234.38;2023-02-16
22d9831b0f91;padberg_group;171.97;2023-02-16
e81c248e0e10;padberg_group;466.01;2023-02-16
7eba149b4171;padberg_group;218.04;2023-02-16
ea781705ef0c;padberg_group;113.12;2023-02-17
76d9239c5825;padberg_group;323.85;2023-02-17
632386b270f5;padberg_group;275.46;2023-02-17
a0955671193c;padberg_group;156.19;2023-02-17
9d8e1de54154;padberg_group;261.29;2023-02-17
a1e8e190165e;padberg_group;387.89;2023-02-17
48964d92ec3e;padberg_group;357.15;2023-02-17
bba394ea1176;padberg_group;120.65;2023-02-17
7260acd0ebf9;padberg_group;398.51;2023-02-17
b1d5dac58844;padberg_group;458.22;2023-02-17
cc9a7123704a;padberg_group;329.52;2023-02-17
1e7e0c6e4447;padberg_group;388.9;2023-02-17
4cb0659f2427;padberg_group;241.48;2023-02-17
b16b070d07f9;padberg_group;217.35;2023-02-18
b03510b8c30b;padberg_group;307.56;2023-02-18
b4f81d76e95c;padberg_group;420.12;2023-02-18
085e76c4ac5d;padberg_group;44.92;2023-02-18
e445275bec83;padberg_group;388.4;2023-02-18
6437da8fda6e;padberg_group;116.09;2023-02-18
60d45809300f;padberg_group;248.15;2023-02-18
6614b6763258;padberg_group;424.6;2023-02-18
74cfc7a7de93;padberg_group;108.29;2023-02-18
f234a5bac15a;padberg_group;473.2;2023-02-18
a5495c73c4d3;padberg_group;109.64;2023-02-18
a914d85211c0;padberg_group;92.27;2023-02-18
13dba5fb178e;padberg_group;230.71;2023-02-18
22523604457e;padberg_group;146.18;2023-02-18
dc2f11199eb2;padberg_group;488.07;2023-02-18
